WEEK,STORE,STORE_TYPE,STORE_SIZE,PARKING,SALES_AREA,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,VISITS,HHS,BASE_PRICE,PRICE,FEATURE,DISPLAY,INVENTORY
2022-05-23,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15924.22,15,15,1249,1224.94,0,1,14
2022-05-23,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,15,9199.05,18,18,649,613.27,0,1,1
2022-05-23,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,16634.24,18,18,1249,1188.16,1,0,1
2022-05-23,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8631,15,15,899,863.1,0,0,12
2022-05-23,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,324.96,13,13,29.99,27.08,0,0,17
2022-05-23,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2485.98,3,2,1249,1242.99,1,0,15
2022-05-23,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,8940.15,10,9,1099,993.35,1,0,0
2022-05-30,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6495,10,9,1099,1082.5,1,0,17
2022-05-30,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,10324.17,10,9,1249,1147.13,0,0,12
2022-05-30,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8826.58,12,11,1299,1260.94,0,1,11
2022-05-30,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1191.17,4,3,1249,1191.17,1,0,19
2022-05-30,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,1,592.06,3,2,649,592.06,1,0,5
2022-05-30,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12648.6,11,11,1299,1264.86,1,1,13
2022-05-30,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4193.75,6,5,899,838.75,1,1,17
2022-05-30,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,380.9,15,13,29.99,29.3,0,0,20
2022-05-30,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,0,0,1,-1,1099,1058.83,1,0,17
2022-06-06,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12272.28,13,12,1099,1022.69,0,0,24
2022-06-06,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,20,16858,22,20,899,842.9,1,0,8
2022-06-06,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,116.12,7,7,29.99,29.03,1,0,10
2022-06-06,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,82.02,7,5,29.99,27.34,0,0,4
2022-06-06,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5105.1,8,8,1099,1021.02,1,1,48
2022-06-06,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3215.45,6,5,649,643.09,1,0,17
2022-06-06,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,17,14947.59,22,21,899,879.27,0,1,5
2022-06-06,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,12,13945.56,17,16,1199,1162.13,0,1,14
2022-06-06,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,17,17962.71,19,19,1099,1056.63,1,1,16
2022-06-13,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1123.05,2,2,1199,1123.05,1,1,0
2022-06-13,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10630.78,22,20,649,625.34,1,0,15
2022-06-13,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,274.8,12,12,29.99,27.48,1,1,14
2022-06-13,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16342.43,13,13,1299,1257.11,1,1,16
2022-06-13,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19195.72,19,17,1249,1129.16,1,0,20
2022-06-13,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5892.6,6,5,1199,1178.52,0,1,14
2022-06-13,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,16919.85,17,15,1249,1127.99,1,0,0
2022-06-13,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,331.32,16,16,29.99,27.61,1,0,20
2022-06-13,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,30,18254.4,32,31,649,608.48,1,1,33
2022-06-20,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9162.56,13,12,1249,1145.32,1,1,24
2022-06-20,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,404.18,19,19,29.99,28.87,1,0,17
2022-06-20,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,3,1,1199,1087.84,1,1,9
2022-06-20,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,113.36,7,5,29.99,28.34,0,1,19
2022-06-20,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,17,17869.38,19,17,1099,1051.14,0,0,33
2022-06-20,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19617.76,19,17,1299,1226.11,0,1,20
2022-06-20,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,20,596,24,23,29.99,29.8,1,1,14
2022-06-20,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,8,9946.32,13,12,1299,1243.29,1,0,31
2022-06-20,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15570.8,18,17,1199,1112.2,1,1,5
2022-06-27,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10288.71,11,9,1199,1143.19,0,1,2
2022-06-27,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,21,20842.71,25,24,1099,992.51,0,0,21
2022-06-27,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,13,7596.42,17,15,649,584.34,1,0,2
2022-06-27,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,19,547.77,23,21,29.99,28.83,0,1,16
2022-06-27,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,9797.85,11,11,1199,1088.65,0,0,14
2022-06-27,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,12789.81,15,13,1249,1162.71,1,0,26
2022-06-27,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,413.84,18,16,29.99,29.56,0,0,6
2022-06-27,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4232.5,6,6,899,846.5,1,0,7
2022-06-27,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5932.1,7,7,1199,1186.42,1,1,9
2022-07-04,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,17,497.59,20,19,29.99,29.27,1,1,9
2022-07-04,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,2,2359.34,7,7,1199,1179.67,1,1,14
2022-07-04,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13388.87,13,11,1299,1217.17,0,0,20
2022-07-04,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10243.8,17,16,899,853.65,0,0,3
2022-07-04,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10292.48,22,20,649,605.44,0,0,20
2022-07-04,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,27,29278.8,30,29,1099,1084.4,0,1,23
2022-07-04,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5876.43,7,6,899,839.49,1,1,14
2022-07-04,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10481.22,11,9,1199,1164.58,1,0,11
2022-07-04,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,24,14406.24,26,26,649,600.26,0,0,26
2022-07-11,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,243.45,12,10,29.99,27.05,1,0,19
2022-07-11,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,21,21266.07,21,20,1099,1012.67,1,0,19
2022-07-11,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,16306.36,17,16,1199,1164.74,0,1,7
2022-07-11,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11595.4,11,10,1249,1159.54,1,0,16
2022-07-11,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,23,25267.11,28,27,1099,1098.57,0,0,19
2022-07-11,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15381.52,14,13,1199,1098.68,1,1,16
2022-07-11,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10289.52,12,11,1199,1143.28,0,0,6
2022-07-11,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,26,15781.48,27,26,649,606.98,1,0,12
2022-07-11,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,11251.89,13,13,899,865.53,1,1,10
2022-07-18,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,7892.43,9,7,1199,1127.49,0,0,14
2022-07-18,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6640.88,12,11,899,830.11,0,1,6
2022-07-18,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12721.5,12,12,1299,1272.15,1,0,15
2022-07-18,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,14,8654.38,14,13,649,618.17,0,1,13
2022-07-18,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,7937.65,12,12,1199,1133.95,1,1,9
2022-07-18,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,435.52,17,17,29.99,27.22,0,1,1
2022-07-18,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15856.05,17,15,1099,1057.07,1,1,2
2022-07-18,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,2,2,1249,1173.39,1,1,7
2022-07-18,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,17,20339.99,20,18,1299,1196.47,1,0,29
2022-07-25,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5116.8,8,6,899,852.8,1,1,1
2022-07-25,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,265.95,11,10,29.99,29.55,1,1,26
2022-07-25,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,16999.08,16,14,1249,1214.22,1,1,13
2022-07-25,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,13,8208.07,14,12,649,631.39,1,0,3
2022-07-25,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18659.84,20,20,1249,1166.24,0,1,5
2022-07-25,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2681.85,4,4,899,893.95,0,0,10
2022-07-25,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,1994.7,4,3,1099,997.35,0,0,13
2022-07-25,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8029.14,11,11,1249,1147.02,1,0,5
2022-07-25,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5617.9,7,7,1199,1123.58,0,1,16
2022-08-01,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1206.36,5,5,649,603.18,0,1,16
2022-08-01,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15708.55,17,15,1249,1208.35,1,0,14
2022-08-01,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18019.2,19,17,1299,1201.28,0,0,12
2022-08-01,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10525.68,14,12,1199,1169.52,0,1,11
2022-08-01,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,27.53,5,3,29.99,27.53,0,0,11
2022-08-01,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,3,1902.9,6,6,649,634.3,0,1,15
2022-08-01,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5685.35,7,5,1249,1137.07,1,0,1
2022-08-01,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,29,35852.99,29,29,1299,1236.31,1,0,2
2022-08-01,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,16,18095.2,21,20,1199,1130.95,0,1,4
2022-08-08,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,875.39,4,4,899,875.39,0,0,17
2022-08-08,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15240.6,20,19,1099,1016.04,1,0,18
2022-08-08,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,12,15272.64,16,15,1299,1272.72,0,0,0
2022-08-08,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14286.86,15,15,1099,1020.49,1,1,19
2022-08-08,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3166.2,6,5,649,633.24,1,0,23
2022-08-08,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,323.4,13,12,29.99,29.4,0,1,2
2022-08-08,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4761.6,6,5,1199,1190.4,1,0,17
2022-08-08,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7288.56,15,13,649,607.38,0,0,18
2022-08-08,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1216.46,4,4,1249,1216.46,1,0,11
2022-08-15,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6013.35,12,10,899,859.05,0,0,10
2022-08-15,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,2,2,1299,1263.24,1,1,15
2022-08-15,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15607.06,18,17,1199,1114.79,0,0,0
2022-08-15,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,21,13497.54,23,22,649,642.74,1,1,16
2022-08-15,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,20,25843.4,24,24,1299,1292.17,1,0,19
2022-08-15,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,2,56.76,3,3,29.99,28.38,0,0,1
2022-08-15,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8819.6,11,10,899,881.96,0,0,2
2022-08-15,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13003.9,13,13,1099,1000.3,1,1,11
2022-08-15,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,18,10882.44,22,21,649,604.58,1,1,18
2022-08-22,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,4,4,1199,1101.36,0,1,10
2022-08-22,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,18386.46,23,23,1099,1021.47,0,0,2
2022-08-22,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8855.3,13,11,899,885.53,0,1,13
2022-08-22,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9483.04,19,18,649,592.69,0,0,9
2022-08-22,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5832.25,7,5,1249,1166.45,0,1,19
2022-08-22,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7417.35,12,10,899,824.15,0,0,12
2022-08-22,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2467.2,6,4,1299,1233.6,1,1,5
2022-08-22,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,18,10921.14,21,19,649,606.73,1,0,0
2022-08-22,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11655.82,13,12,1099,1059.62,0,1,13
2022-08-29,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,15,17577.45,18,18,1299,1171.83,0,0,2
2022-08-29,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,14659.32,17,17,1249,1127.64,0,0,17
2022-08-29,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8727.9,12,12,899,872.79,1,0,16
2022-08-29,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,19,22328.8,20,19,1249,1175.2,0,0,12
2022-08-29,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,11928.4,14,12,1199,1084.4,1,0,16
2022-08-29,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,19,23992.06,24,23,1299,1262.74,0,0,20
2022-08-29,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,0,0,649,631.64,1,1,18
2022-08-29,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1734.64,6,6,899,867.32,0,1,12
2022-08-29,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,10953.8,16,14,1099,995.8,1,1,22
2022-09-05,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,16,10029.28,16,15,649,626.83,0,0,9
2022-09-05,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,370.63,14,14,29.99,28.51,1,0,28
2022-09-05,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11908.1,10,8,1199,1190.81,0,0,18
2022-09-05,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7197.82,7,7,1099,1028.26,1,1,16
2022-09-05,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5565.78,10,9,649,618.42,1,1,20
2022-09-05,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12656.93,14,14,1199,1150.63,0,0,11
2022-09-05,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,22,23494.9,25,23,1099,1067.95,1,0,15
2022-09-05,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6241.15,9,7,1299,1248.23,1,0,16
2022-09-05,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,9993.78,11,10,1199,1110.42,0,1,27
2022-09-12,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2121.08,7,7,1099,1060.54,1,1,0
2022-09-12,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,12,13479,14,12,1199,1123.25,0,1,13
2022-09-12,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2932.55,10,10,649,586.51,0,1,6
2022-09-12,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14448.56,19,17,1099,1032.04,1,1,2
2022-09-12,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,27.63,4,3,29.99,27.63,1,1,12
2022-09-12,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,7568.47,10,8,1199,1081.21,0,1,5
2022-09-12,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6507.27,12,10,649,591.57,1,1,27
2022-09-12,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13130.91,16,15,1099,1010.07,1,0,9
2022-09-12,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10640.88,12,11,899,886.74,1,0,5
2022-09-19,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,0,0,4,2,1099,1042.52,0,0,0
2022-09-19,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3576.42,7,7,649,596.07,0,0,10
2022-09-19,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2353.98,4,2,1299,1176.99,0,0,19
2022-09-19,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2082.06,6,6,1099,1041.03,1,0,12
2022-09-19,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,14619.24,13,13,1249,1218.27,0,1,12
2022-09-19,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5797.35,9,9,1199,1159.47,0,1,8
2022-09-19,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19882.56,17,15,1299,1242.66,0,0,18
2022-09-19,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,25,14673.5,27,26,649,586.94,0,1,20
2022-09-19,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4415.75,7,5,899,883.15,0,0,1
2022-09-26,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,10,5864.9,12,12,649,586.49,0,1,3
2022-09-26,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6016.25,10,8,1299,1203.25,0,1,20
2022-09-26,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8128.75,12,11,1199,1161.25,0,0,22
2022-09-26,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,342.72,14,12,29.99,28.56,1,1,14
2022-09-26,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9129.68,13,12,1199,1141.21,0,1,19
2022-09-26,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,13547.64,13,12,1249,1128.97,0,0,3
2022-09-26,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5978.05,10,10,1299,1195.61,0,1,31
2022-09-26,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,21,23081.94,26,26,1199,1099.14,0,0,19
2022-09-26,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9009.45,14,13,1099,1001.05,1,1,9
2022-10-03,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,3,1901.7,6,6,649,633.9,1,0,0
2022-10-03,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21499.56,22,21,1199,1194.42,1,0,14
2022-10-03,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,20,25729.6,23,22,1299,1286.48,1,1,3
2022-10-03,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,13131.96,16,14,1099,1094.33,1,1,16
2022-10-03,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,20,25870.6,20,19,1299,1293.53,1,0,7
2022-10-03,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,19,20665.54,20,19,1199,1087.66,0,0,4
2022-10-03,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13643.85,16,16,1249,1240.35,0,1,3
2022-10-03,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15537.86,14,13,1199,1195.22,1,0,16
2022-10-03,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,898.99,5,4,899,898.99,1,0,1
2022-10-10,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15165.22,16,15,1199,1083.23,0,1,17
2022-10-10,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,3,1,649,641.6,0,0,14
2022-10-10,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,3,3625.92,7,5,1299,1208.64,1,1,7
2022-10-10,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,20,12793.8,20,18,649,639.69,1,0,10
2022-10-10,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,415.52,14,12,29.99,29.68,0,0,3
2022-10-10,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8433.53,10,8,1299,1204.79,1,1,9
